delta0,memory_gain,memory_decay,weight_phase,weight_centroid,weight_peak
-1.3333333333333335,0.25,0.05,-0.22574992104846095,-0.09117739763493626,-0.8576972110090568
-1.0,0.25,0.05,-0.12320494315878876,-0.08878078151235701,-0.8061948029435363
-0.666666666666667,0.25,0.05,-0.052445582119921355,-0.06973375264557685,-0.7785800999057838
-0.3333333333333335,0.25,0.05,-0.00325968996398334,-0.012355638913074047,-0.8020052275704457
0.0,0.25,0.05,0.03105241571502311,0.14267455464582132,-0.9427632854603356
0.33333333333333304,0.25,0.05,0.014294879544975346,0.0284693125737796,-0.831691037895472
0.6666666666666661,0.25,0.05,-0.02336087275516373,-0.04686685508728354,-0.7805414526848803
1.0,0.25,0.05,-0.08090890595908956,-0.07967218574813939,-0.7878006440379534
1.333333333333333,0.25,0.05,-0.16495582373135145,-0.0865977160264763,-0.8318954806120585
1.666666666666666,0.25,0.05,-0.2908749483612607,-0.08543160218341192,-0.8897609199715607
2.0,0.25,0.05,-0.4786896976842637,-0.11454873674819527,-0.906590790598118
2.333333333333333,0.25,0.05,-0.7289613044559966,-0.2340585292229392,-0.7807153559416408
2.666666666666666,0.25,0.05,-0.9653616816742969,-0.4263565902445096,-0.47013304285069335
3.0,0.25,0.05,-1.0443662455940024,-0.5164038697248521,-0.12630104423783228
3.333333333333333,0.25,0.05,-0.918003647232795,-0.4042052139023551,0.10423977244612917
3.666666666666666,0.25,0.05,-0.6855386118988215,-0.18546731579488546,0.2263039167907147
4.0,0.25,0.05,-0.4756575700618966,0.0103358777757502,0.2861241913712389
-4.0,0.5,0.05,-0.4364479308654941,0.05931408321837542,0.3118812361415796
-3.6666666666666665,0.5,0.05,-0.5781718570000334,-0.07276032308066803,0.2807637619003212
-3.3333333333333335,0.5,0.05,-0.8027109404160224,-0.28465785913069824,0.20393365551242115
-3.0,0.5,0.05,-0.9970735031663678,-0.4641933223037684,0.03785418959591051
-2.666666666666667,0.5,0.05,-1.031838910871208,-0.4767480887144854,-0.2595543443667774
-2.3333333333333335,0.5,0.05,-0.8827725054544242,-0.33594073670662894,-0.6010446491276683
-2.0,0.5,0.05,-0.652300535026767,-0.19312998444175855,-0.8219709345857911
-1.666666666666667,0.5,0.05,-0.43872782842252855,-0.12199710747312502,-0.888582886530302
-1.3333333333333335,0.5,0.05,-0.27647552532538855,-0.10118349252657016,-0.8679377298892981
-1.0,0.5,0.05,-0.16191366460844053,-0.09390265601353036,-0.8246010412935831
-0.666666666666667,0.5,0.05,-0.081551903247747,-0.07581476602701726,-0.7952699685654507
-0.3333333333333335,0.5,0.05,-0.02495767686524751,-0.02447458524386189,-0.8093881786812858
0.0,0.5,0.05,0.015238357995174043,0.11378045129728448,-0.9278741585815165
0.33333333333333304,0.5,0.05,0.009748698312767477,0.03729833569768176,-0.8484617208005354
0.6666666666666661,0.5,0.05,-0.020136321287106004,-0.031925251759852204,-0.7970460498866441
1.0,0.5,0.05,-0.07167307977509876,-0.06936947055265794,-0.7945138322286899
1.333333333333333,0.5,0.05,-0.14963214213678,-0.08178076430210415,-0.8295252865966932
1.666666666666666,0.5,0.05,-0.26735300917574645,-0.08362476088933828,-0.8823346361315674
2.0,0.5,0.05,-0.4435014380938807,-0.1091188988369654,-0.9038876839746917
2.333333333333333,0.5,0.05,-0.6813230515057633,-0.2139465169281804,-0.8011767003130525
2.666666666666666,0.5,0.05,-0.9172434116632062,-0.39142360162310275,-0.5251275765805852
3.0,0.5,0.05,-1.021709889542902,-0.4939747909379931,-0.19503796033700305
3.333333333333333,0.5,0.05,-0.9356469018644163,-0.41761373395869816,0.05095907979907251
3.666666666666666,0.5,0.05,-0.7318532478731832,-0.22606812531900528,0.19614200841054147
4.0,0.5,0.05,-0.5265998097026192,-0.034010251336159716,0.27355082820752563
-4.0,0.75,0.05,-0.4436083992652054,0.060760844273605855,0.3225130269310721
-3.6666666666666665,0.75,0.05,-0.5674955234817891,-0.054911862043771624,0.2953798889108442
-3.3333333333333335,0.75,0.05,-0.7755935169515329,-0.25126959737517496,0.22556460633648512
-3.0,0.75,0.05,-0.9691460535651466,-0.4302738499847215,0.07260702685103194
-2.666666666666667,0.75,0.05,-1.0257056820413002,-0.4650546946287739,-0.20471985202004406
-2.3333333333333335,0.75,0.05,-0.9096128412910246,-0.35281579475362435,-0.5352426374064753
-2.0,0.75,0.05,-0.7023265149914197,-0.22088936294754422,-0.7700067029533386
-1.666666666666667,0.75,0.05,-0.4947199223173748,-0.14398445994535358,-0.8639584940706873
